Classe,Age,Cle_logbook,Freq_comm_ecrit,Lecture_comm_ecrit,Objectif_commentaire,Texte_objectif_comm_ecrit,Impact_comm_ecrit,Comp_comm_ecrit,Freq_comm_oral,Moment_comm_oral,Comp_comm_oral,Impact_comm_oral,Prof_comm_oral_prive,Gene_comm_oral,Raison_gene_comm_oral,Raison_gene_autre,Pref_ecrit_oral,Pref_ecrit_oral_texte,Pref_freq_oral,Besoin_comm_oral,Besoin_comm_oral_text,Motiv_comm,Motiv_text,Peur,Methodes_travail,Commentaire_libre,Image1,Image2,Créé à
4e,13-14 ans,,"Oui, sur presque tous mes devoirs","Oui, je les lis toujours attentivement",Savoir ce que j’ai bien fait,,"Oui, beaucoup","Je demande des explications au professeur, J'essaie de deviner ce que ça veut dire","Oui, souvent",Pendant la correction collective devant toute la classe,"Oui, toujours, c'est très clair","Oui, beaucoup, c'est plus clair qu'à l'écrit","Devant la classe, ça ne me dérange pas","Rarement, ça va",Cela ne m'est jamais arrivé,,Je n'ai pas de préférence,les deux sont très bien,Oui,"""Ce que j'ai bien fait, mes points forts"", Des conseils concrets pour progresser, Des exemples pour mieux comprendre",,Ils m'encouragent souvent,,"Jamais, j'ose toujours demander","Je relis le cours, Je fais des fiches de révision",,,,2025-10-17 2:28pm
4e,13-14 ans,,Parfois,La plupart du temps,Être encouragé(e),,Je ne sais pas,"J'essaie de deviner ce que ça veut dire, ""Je laisse tomber, tant pis"", J'ai peur de poser la question",Rarement,Je ne m’en souviens pas,Parfois c'est un peu flou,Je ne sais pas,Cela dépend du type de commentaire,"Parfois, selon ce qui est dit",Le commentaire était trop négatif,,Écrits,,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément, Des conseils concrets pour progresser, Des encouragements pour me motiver, Des exemples pour mieux comprendre",,"Parfois ça m'encourage, parfois ça me décourage",,Souvent,Je ne prépare pas vraiment,non,,,2025-10-17 2:28pm
4e,13-14 ans,,Parfois,"Parfois, ça dépend de la matière ou de la note",Savoir ce que je dois améliorer,,Pas vraiment,"Je demande des explications au professeur, Je demande à un camarade, J'essaie de deviner ce que ça veut dire, J'ai peur de poser la question",Parfois,"Pendant la correction collective devant toute la classe, Pendant une discussion individuelle (juste avec moi)",La plupart du temps,"Oui, beaucoup, c'est plus clair qu'à l'écrit",Cela dépend du type de commentaire,"Parfois, selon ce qui est dit","J'ai eu l'impression d'être jugé(e) devant les autres, Les autres élèves se sont moqués, Le commentaire était trop négatif, Je n'ai pas compris et je n'ai pas osé demander",,Un mélange des deux,"Tout dépend du type du commentaire,si il est positif ça me dérange pas que le prof le dise à l'oral ",Non,"""Ce que j'ai bien fait, mes points forts""",,Ils me découragent souvent,quand le commentaire est positif il n'a pas d'impact sur moi mais quand il est negatif il en a,"Parfois, ça dépend du professeur","Je relis le cours, Je fais des fiches de révision, Je me fais aider par une I.A., Je révise avec des camarades",,,,2025-10-17 2:30pm
4e,13-14 ans,,"Oui, sur presque tous mes devoirs","Oui, je les lis toujours attentivement",Savoir ce que je dois améliorer,Et comprendre les fautes,"Oui, beaucoup","Je demande des explications au professeur, Je demande à mes parents, J'ai peur de poser la question",Rarement,"Pendant une discussion individuelle (juste avec moi), Pendant les pauses ou récréations",La plupart du temps,"Oui, un peu",Cela dépend du type de commentaire,"Souvent, je n'aime pas ça",J'ai eu l'impression d'être jugé(e) devant les autres,,Écrits,Pour que les autres ne sachent pas ce que j'ai fait de mal/bien,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément, Des conseils concrets pour progresser, Des encouragements pour me motiver, Des exemples pour mieux comprendre",,Ils m'encouragent toujours à mieux faire,,Souvent,"Je reprends les dernières évaluations pour comprendre ce que je peux améliorer, Je relis le cours, Je refais des exercices, Je fais des fiches de révision",NON,,,2025-10-17 2:30pm
4e,13-14 ans,,"Oui, souvent","Oui, je les lis toujours attentivement",Comprendre pourquoi j'ai eu cette note,,Un peu,"Je demande des explications au professeur, Je demande à un camarade, Je demande à mes parents",Parfois,Pendant la correction collective devant toute la classe,"Oui, toujours, c'est très clair",Pas vraiment,Cela dépend du type de commentaire,"Parfois, selon ce qui est dit",J'ai eu l'impression d'être jugé(e) devant les autres,,Un mélange des deux,c'est toujours très instructif mais je préfère les commentaires oraux en privé ou discrètement,Oui,"Ce que je dois corriger précisément, Des conseils concrets pour progresser, Des exemples pour mieux comprendre",,Ils m'encouragent toujours à mieux faire,,"Parfois, ça dépend du professeur","Je relis le cours, Je fais des fiches de révision, Rien de tout cela suivre le cours me suffit",,,,2025-10-17 2:30pm
4e,13-14 ans,,"Oui, souvent",La plupart du temps,Savoir ce que j’ai bien fait,,Je ne sais pas,"Je demande des explications au professeur, Je demande à un camarade, J'essaie de deviner ce que ça veut dire","Oui, souvent",Je ne m’en souviens pas,La plupart du temps,"Oui, un peu",Cela dépend du type de commentaire,"Parfois, selon ce qui est dit",Je n'ai pas compris et je n'ai pas osé demander,,Écrits,je peut le relire plusieurs fois et ceci n est pas divulger a tout le monde,Non,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément, Des conseils concrets pour progresser",,"Parfois ça m'encourage, parfois ça me décourage",jsp,"Parfois, ça dépend du professeur",Je relis le cours,,,,2025-10-17 2:31pm
4e,13-14 ans,,"Oui, sur presque tous mes devoirs","Oui, je les lis toujours attentivement",Savoir ce que je dois améliorer,,Je ne sais pas,Je demande des explications au professeur,"Oui, très souvent",Pendant une discussion individuelle (juste avec moi),Parfois c'est un peu flou,Je ne sais pas,En privé (juste moi et le professeur),"Parfois, selon ce qui est dit","J'ai eu l'impression d'être jugé(e) devant les autres, Cela ne m'est jamais arrivé",,Un mélange des deux,,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément, Des conseils concrets pour progresser, Des encouragements pour me motiver, Des exemples pour mieux comprendre",,"Parfois ça m'encourage, parfois ça me décourage",,"Jamais, j'ose toujours demander","Je me fais aider par une I.A., Rien de tout cela suivre le cours me suffit, Je ne prépare pas vraiment",,,,2025-10-17 2:32pm
4e,13-14 ans,,"Oui, souvent","Oui, je les lis toujours attentivement",Comprendre pourquoi j'ai eu cette note,,Pas du tout,Je demande des explications au professeur,Parfois,Je ne m’en souviens pas,"Oui, toujours, c'est très clair",Pas du tout,Je préfère éviter les commentaires oraux,Jamais,Cela ne m'est jamais arrivé,,Je n'ai pas de préférence,,Je ne sais pas,"Ce que je dois corriger précisément, Des conseils concrets pour progresser",,Ils m'encouragent toujours à mieux faire,,Souvent,Je relis le cours,,,,2025-10-17 2:34pm
4e,11-12 ans,,"Oui, souvent","Oui, je les lis toujours attentivement",Comprendre pourquoi j'ai eu cette note,,Un peu,"Je demande des explications au professeur, Je demande à un camarade, Je demande à mes parents, J'essaie de deviner ce que ça veut dire",Parfois,Pendant la correction collective devant toute la classe,La plupart du temps,"Oui, un peu",Cela dépend du type de commentaire,"Parfois, selon ce qui est dit","Les autres élèves se sont moqués, Le commentaire était trop négatif",,Écrits,Cela permet de toujours pouvoir regarder la copie et pouvoir mieux corriger les fautes et les erreurs sans oublier les commentaires.,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts"", Des conseils concrets pour progresser, Des encouragements pour me motiver, Des exemples pour mieux comprendre",Mais si cela est négligeant je préférais que se soit discrètement ou à la fin du cours.,Ils m'encouragent toujours à mieux faire,Car j'ai envie de rendre fière.,"Jamais, j'ose toujours demander","Je relis le cours, Je refais des exercices, Je fais des fiches de révision, Je révise avec des camarades",Non.,,,2025-10-17 2:36pm
4e,13-14 ans,,"Oui, souvent","Parfois, ça dépend de la matière ou de la note",Savoir ce que je dois améliorer,,Je ne sais pas,"J'essaie de deviner ce que ça veut dire, J'ai peur de poser la question",Jamais ou presque jamais,Je ne m’en souviens pas,"Oui, toujours, c'est très clair","Oui, beaucoup, c'est plus clair qu'à l'écrit",Cela dépend du type de commentaire,Jamais,"""Autre, complète ci-contre""",on ne m'a jamais fait de commentaires oraux,Écrits, je ne sais pas je trouve que comme c'est ma copie les autres n'ont pas besoin de savoir que j'ai une bonne note ou bien une mauvaise note pour moi je trouve que il faut faire preuve  d'individualité,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément, Des conseils concrets pour progresser, Des exemples pour mieux comprendre",,Ils n'ont pas d'effet sur ma motivation,je ne sais pas pour moi bonne note mauvaise note cela ne fait pas effet car soit la prochaine je réussirai soit j'échouerais,"Toujours, je n'ose pas poser de questions","Je fais des fiches de révision, Je me fais aider par une I.A.",non rien de particulier  à dire ,,,2025-10-17 2:38pm
4e,13-14 ans,,Parfois,La plupart du temps,Savoir ce que j’ai bien fait,,Je ne sais pas,"Je demande des explications au professeur, Je demande à un camarade, Je demande à mes parents, J'essaie de deviner ce que ça veut dire",Parfois,Pendant des travaux en groupes,La plupart du temps,Je ne sais pas,Cela dépend du type de commentaire,Jamais,"""Autre, complète ci-contre""",,Écrits,je préfère écrit car si Jai une mauvaise note personne le  saura ,Non,"""Ce que j'ai bien fait, mes points forts"", Ce que je dois corriger précisément",,"Parfois ça m'encourage, parfois ça me décourage",sa dépend de la note ,"Jamais, j'ose toujours demander","Je relis le cours, Je refais des exercices",non  rien ,,,2025-10-17 2:38pm
4e,13-14 ans,,Rarement,La plupart du temps,Savoir ce que je dois améliorer,,Pas vraiment,J'essaie de deviner ce que ça veut dire,Rarement,Je ne m’en souviens pas,Parfois c'est un peu flou,Pas du tout,Je préfère éviter les commentaires oraux,"Rarement, ça va",Cela ne m'est jamais arrivé,,Écrits,,Non,Des exemples pour mieux comprendre,,Ils n'ont pas d'effet sur ma motivation,,"Toujours, je n'ose pas poser de questions","Je relis le cours, Je refais des exercices",,,,2025-10-17 2:40pm
4e,13-14 ans,,Jamais ou presque jamais,"Oui, je les lis toujours attentivement",Comprendre pourquoi j'ai eu cette note,,Pas vraiment,J'essaie de deviner ce que ça veut dire,Jamais ou presque jamais,Je ne m’en souviens pas,"Oui, toujours, c'est très clair",Pas vraiment,"Devant la classe, ça ne me dérange pas",Jamais,Je n'ai pas compris et je n'ai pas osé demander,,Écrits,,Je ne sais pas,"""Ce que j'ai bien fait, mes points forts""",,"Parfois ça m'encourage, parfois ça me décourage",,"Toujours, je n'ose pas poser de questions","Je relis le cours, Je fais des fiches de révision",Non.,,,2025-10-17 2:43pm
4e,13-14 ans,,"Oui, souvent","Oui, je les lis toujours attentivement",Comprendre pourquoi j'ai eu cette note,,Un peu,Je demande des explications au professeur,Parfois,Pendant une discussion individuelle (juste avec moi),La plupart du temps,"Oui, un peu",En privé (juste moi et le professeur),"Toujours, je suis gêné",J'ai eu l'impression d'être jugé(e) devant les autres,,Écrits,CAR PERSSONNE D AUTRE QUE MOI PEUT SAVOIR ET MES PARENTS PEUVENT LE VOIR,Non,Des encouragements pour me motiver,,Ils m'encouragent toujours à mieux faire,PARCEQUE,"Jamais, j'ose toujours demander","Je reprends les dernières évaluations pour comprendre ce que je peux améliorer, Je relis le cours, Je refais des exercices, Je fais des fiches de révision",,,,2025-10-17 3:29pm
4e,13-14 ans,,Parfois,"Oui, je les lis toujours attentivement",Savoir ce que je dois améliorer,,Un peu,Je demande des explications au professeur,Rarement,Pendant des travaux en groupes,La plupart du temps,"Oui, un peu",En privé (juste moi et le professeur),"Rarement, ça va",Je n'ai pas compris et je n'ai pas osé demander,,Oraux,car je comprand mieux a l'oral que a l'ecrie,Oui,"Ce que je dois corriger précisément, Des conseils concrets pour progresser",,Ils m'encouragent souvent,,Souvent,"Je fais des fiches de révision, Je me fais aider par une I.A.",,,,2025-10-17 3:33pm
4e,13-14 ans,,"Oui, sur presque tous mes devoirs",La plupart du temps,Comprendre pourquoi j'ai eu cette note,,Un peu,"Je demande à un camarade, J'essaie de deviner ce que ça veut dire",Jamais ou presque jamais,Pendant la correction collective devant toute la classe,"Non, c'est rarement clair pour moi",Pas du tout,En privé (juste moi et le professeur),"Souvent, je n'aime pas ça","J'ai eu l'impression d'être jugé(e) devant les autres, Le commentaire était trop négatif, Je n'ai pas compris et je n'ai pas osé demander",,Écrits,,Non,"""Ce que j'ai bien fait, mes points forts"", Des encouragements pour me motiver, Des exemples pour mieux comprendre",,Ils n'ont pas d'effet sur ma motivation,je sais pas ,"Parfois, ça dépend du professeur","Je relis le cours, Je refais des exercices, Je fais des fiches de révision, ""Je m'aide d'internet en utilisant des vidéos, des tutoriels,..."", Je me fais aider par une I.A., Je révise avec des camarades",,,,2025-10-17 3:33pm
4e,13-14 ans,,"Oui, souvent","Parfois, ça dépend de la matière ou de la note",Comprendre pourquoi j'ai eu cette note,,Pas vraiment,"""Je laisse tomber, tant pis""",Jamais ou presque jamais,Je ne m’en souviens pas,"Oui, toujours, c'est très clair",Pas du tout,Je n'ai pas de préférence,Jamais,Cela ne m'est jamais arrivé,,Je n'ai pas de préférence,je sais pas,Non,Des exemples pour mieux comprendre,,Ils n'ont pas d'effet sur ma motivation,,"Jamais, j'ose toujours demander",Je relis le cours,,,,2025-10-17 3:33pm
4e,13-14 ans,,Parfois,La plupart du temps,Savoir ce que je dois améliorer,,Un peu,Je demande des explications au professeur,Jamais ou presque jamais,Pendant une discussion individuelle (juste avec moi),La plupart du temps,"Oui, beaucoup, c'est plus clair qu'à l'écrit",Cela dépend du type de commentaire,"Parfois, selon ce qui est dit",J'ai eu l'impression d'être jugé(e) devant les autres,,Oraux,,Non,"Des conseils concrets pour progresser, Des encouragements pour me motiver",,"Parfois ça m'encourage, parfois ça me décourage",,"Parfois, ça dépend du professeur",Je relis le cours,,,,2025-10-17 3:33pm
4e,11-12 ans,,Parfois,La plupart du temps,Savoir ce que j’ai bien fait,,Pas du tout,J'essaie de deviner ce que ça veut dire,Parfois,Pendant la correction collective devant toute la classe,Parfois c'est un peu flou,Pas du tout,Cela dépend du type de commentaire,"Parfois, selon ce qui est dit",J'ai eu l'impression d'être jugé(e) devant les autres,,Écrits,car ce n'est pas à l oral,Non,"""Ce que j'ai bien fait, mes points forts""",,Ils n'ont pas d'effet sur ma motivation,car cela ne me motive pas,"Jamais, j'ose toujours demander",Je relis le cours,je ne trouve pas cette chose utile,,,2025-10-17 3:34pm
